,Zip,Complain,Count
4743,11426,Drinking,3
4744,11428,Drinking,1
4745,11429,Drinking,1
4746,11432,Drinking,9
4747,11433,Drinking,10
4748,11434,Drinking,4
4749,11435,Drinking,13
4750,11436,Drinking,1
4751,11691,Drinking,3
4752,11693,Drinking,1
4753,11694,Drinking,3
4754,10001,Drinking Water,1
4755,10002,Drinking Water,1
4756,10009,Drinking Water,3
4757,10012,Drinking Water,2
4758,10013,Drinking Water,3
4759,10014,Drinking Water,3
4760,10019,Drinking Water,1
4761,10022,Drinking Water,1
4762,10025,Drinking Water,3
4763,10027,Drinking Water,1
4764,10031,Drinking Water,1
4765,10032,Drinking Water,1
4766,10035,Drinking Water,2
4767,10036,Drinking Water,1
4768,10128,Drinking Water,2
4769,10304,Drinking Water,1
4770,10306,Drinking Water,2
4771,10310,Drinking Water,1
4772,10314,Drinking Water,1
4773,10451,Drinking Water,1
4774,10452,Drinking Water,1
4775,10453,Drinking Water,2
4776,10454,Drinking Water,1
4777,10457,Drinking Water,1
4778,10458,Drinking Water,2
4779,10459,Drinking Water,4
4780,10461,Drinking Water,1
4781,10462,Drinking Water,2
4782,10463,Drinking Water,2
4783,10465,Drinking Water,1
4784,10466,Drinking Water,2
4785,10467,Drinking Water,2
4786,10468,Drinking Water,1
4787,10472,Drinking Water,4
4788,10475,Drinking Water,1
4789,11040,Drinking Water,1
4790,11105,Drinking Water,1
4791,11206,Drinking Water,1
4792,11211,Drinking Water,2
4793,11213,Drinking Water,1
4794,11215,Drinking Water,1
4795,11216,Drinking Water,3
4796,11222,Drinking Water,1
4797,11225,Drinking Water,2
4798,11226,Drinking Water,1
4799,11229,Drinking Water,1
4800,11232,Drinking Water,2
4801,11233,Drinking Water,1
4802,11234,Drinking Water,1
4803,11235,Drinking Water,3
4804,11236,Drinking Water,1
4805,11237,Drinking Water,1
4806,11249,Drinking Water,1
4807,11355,Drinking Water,1
4808,11363,Drinking Water,2
4809,11365,Drinking Water,1
4810,11367,Drinking Water,1
4811,11369,Drinking Water,3
4812,11372,Drinking Water,1
4813,11377,Drinking Water,2
4814,11385,Drinking Water,1
4815,11411,Drinking Water,1
4816,11413,Drinking Water,1
4817,11414,Drinking Water,1
4818,11415,Drinking Water,1
4819,11420,Drinking Water,1
4820,11421,Drinking Water,1
4821,11423,Drinking Water,1
4822,11432,Drinking Water,1
4823,11433,Drinking Water,1
4824,11434,Drinking Water,2
4825,11435,Drinking Water,2
4826,11691,Drinking Water,3
4827,11692,Drinking Water,2
4828,11693,Drinking Water,1
4829,11694,Drinking Water,1
4830,,EAP Inspection - F59,1
4831,10001,EAP Inspection - F59,98
4832,10003,EAP Inspection - F59,25
4833,10004,EAP Inspection - F59,19
4834,10005,EAP Inspection - F59,30
4835,10006,EAP Inspection - F59,11
4836,10007,EAP Inspection - F59,13
4837,10009,EAP Inspection - F59,1
4838,10010,EAP Inspection - F59,69
4839,10011,EAP Inspection - F59,31
4840,10012,EAP Inspection - F59,32
4841,10013,EAP Inspection - F59,62
4842,10014,EAP Inspection - F59,17
4843,10016,EAP Inspection - F59,76
4844,10017,EAP Inspection - F59,84
4845,10018,EAP Inspection - F59,79
4846,10019,EAP Inspection - F59,98
4847,10020,EAP Inspection - F59,16
4848,10021,EAP Inspection - F59,24
4849,10022,EAP Inspection - F59,132
4850,10023,EAP Inspection - F59,15
4851,10027,EAP Inspection - F59,1
4852,10029,EAP Inspection - F59,3
4853,10031,EAP Inspection - F59,1
4854,10034,EAP Inspection - F59,3
4855,10036,EAP Inspection - F59,128
4856,10038,EAP Inspection - F59,27
4857,10065,EAP Inspection - F59,17
4858,10075,EAP Inspection - F59,2
4859,10111,EAP Inspection - F59,3
4860,10128,EAP Inspection - F59,11
4861,10280,EAP Inspection - F59,7
4862,10281,EAP Inspection - F59,12
4863,10301,EAP Inspection - F59,1
4864,10309,EAP Inspection - F59,2
4865,10314,EAP Inspection - F59,1
4866,10451,EAP Inspection - F59,1
4867,10454,EAP Inspection - F59,1
4868,10455,EAP Inspection - F59,1
4869,10458,EAP Inspection - F59,6
4870,10461,EAP Inspection - F59,4
4871,10462,EAP Inspection - F59,2
4872,10467,EAP Inspection - F59,2
4873,10474,EAP Inspection - F59,1
4874,11101,EAP Inspection - F59,27
4875,11201,EAP Inspection - F59,24
4876,11203,EAP Inspection - F59,1
4877,11206,EAP Inspection - F59,3
4878,11208,EAP Inspection - F59,4
4879,11213,EAP Inspection - F59,1
4880,11217,EAP Inspection - F59,2
4881,11219,EAP Inspection - F59,11
4882,11220,EAP Inspection - F59,2
4883,11224,EAP Inspection - F59,1
4884,11237,EAP Inspection - F59,1
4885,11242,EAP Inspection - F59,2
4886,11354,EAP Inspection - F59,4
4887,11355,EAP Inspection - F59,4
4888,11357,EAP Inspection - F59,2
4889,11365,EAP Inspection - F59,2
4890,11368,EAP Inspection - F59,3
4891,11374,EAP Inspection - F59,3
4892,11375,EAP Inspection - F59,3
4893,11385,EAP Inspection - F59,4
4894,11432,EAP Inspection - F59,11
4895,11433,EAP Inspection - F59,5
4896,,ELECTRIC,569
4897,10001,ELECTRIC,33
4898,10002,ELECTRIC,120
4899,10003,ELECTRIC,138
4900,10007,ELECTRIC,4
4901,10009,ELECTRIC,165
4902,10010,ELECTRIC,24
4903,10011,ELECTRIC,149
4904,10012,ELECTRIC,104
4905,10013,ELECTRIC,33
4906,10014,ELECTRIC,106
4907,10016,ELECTRIC,75
4908,10017,ELECTRIC,19
4909,10018,ELECTRIC,36
4910,10019,ELECTRIC,60
4911,10021,ELECTRIC,35
4912,10022,ELECTRIC,23
4913,10023,ELECTRIC,59
4914,10024,ELECTRIC,147
4915,10025,ELECTRIC,230
4916,10026,ELECTRIC,164
4917,10027,ELECTRIC,268
4918,10028,ELECTRIC,94
4919,10029,ELECTRIC,205
4920,10030,ELECTRIC,237
4921,10031,ELECTRIC,648
4922,10032,ELECTRIC,540
4923,10033,ELECTRIC,451
4924,10034,ELECTRIC,248
4925,10035,ELECTRIC,171
4926,10036,ELECTRIC,90
4927,10037,ELECTRIC,99
4928,10038,ELECTRIC,13
4929,10039,ELECTRIC,139
4930,10040,ELECTRIC,354
4931,10044,ELECTRIC,2
4932,10065,ELECTRIC,59
4933,10075,ELECTRIC,32
4934,10128,ELECTRIC,133
4935,10301,ELECTRIC,173
4936,10302,ELECTRIC,60
4937,10303,ELECTRIC,108
4938,10304,ELECTRIC,170
4939,10305,ELECTRIC,41
4940,10306,ELECTRIC,94
4941,10307,ELECTRIC,2
4942,10308,ELECTRIC,11
4943,10309,ELECTRIC,19
4944,10310,ELECTRIC,76
4945,10312,ELECTRIC,27
4946,10314,ELECTRIC,57
4947,10451,ELECTRIC,228
4948,10452,ELECTRIC,768
4949,10453,ELECTRIC,744
4950,10454,ELECTRIC,181
4951,10455,ELECTRIC,391
4952,10456,ELECTRIC,589
4953,10457,ELECTRIC,764
4954,10458,ELECTRIC,825
4955,10459,ELECTRIC,333
4956,10460,ELECTRIC,513
4957,10461,ELECTRIC,212
4958,10462,ELECTRIC,294
4959,10463,ELECTRIC,359
4960,10464,ELECTRIC,6
4961,10465,ELECTRIC,71
4962,10466,ELECTRIC,544
4963,10467,ELECTRIC,988
4964,10468,ELECTRIC,722
4965,10469,ELECTRIC,245
4966,10470,ELECTRIC,104
4967,10471,ELECTRIC,8
4968,10472,ELECTRIC,501
4969,10473,ELECTRIC,164
4970,10474,ELECTRIC,126
4971,10475,ELECTRIC,19
4972,11001,ELECTRIC,3
4973,11040,ELECTRIC,1
4974,11101,ELECTRIC,50
4975,11102,ELECTRIC,76
4976,11103,ELECTRIC,94
4977,11104,ELECTRIC,59
4978,11105,ELECTRIC,92
4979,11106,ELECTRIC,58
4980,11201,ELECTRIC,64
4981,11203,ELECTRIC,620
4982,11204,ELECTRIC,153
4983,11205,ELECTRIC,123
4984,11206,ELECTRIC,224
4985,11207,ELECTRIC,846
4986,11208,ELECTRIC,630
4987,11209,ELECTRIC,162
4988,11210,ELECTRIC,323
4989,11211,ELECTRIC,184
4990,11212,ELECTRIC,702
4991,11213,ELECTRIC,752
4992,11214,ELECTRIC,202
4993,11215,ELECTRIC,171
4994,11216,ELECTRIC,765
4995,11217,ELECTRIC,90
4996,11218,ELECTRIC,223
4997,11219,ELECTRIC,133
4998,11220,ELECTRIC,257
4999,11221,ELECTRIC,908
5000,11222,ELECTRIC,127
5001,11223,ELECTRIC,114
5002,11224,ELECTRIC,180
5003,11225,ELECTRIC,665
5004,11226,ELECTRIC,1235
5005,11228,ELECTRIC,50
5006,11229,ELECTRIC,202
5007,11230,ELECTRIC,357
5008,11231,ELECTRIC,52
5009,11232,ELECTRIC,69
5010,11233,ELECTRIC,926
5011,11234,ELECTRIC,142
5012,11235,ELECTRIC,273
5013,11236,ELECTRIC,310
5014,11237,ELECTRIC,404
5015,11238,ELECTRIC,465
5016,11239,ELECTRIC,42
5017,11249,ELECTRIC,234
5018,11354,ELECTRIC,40
5019,11355,ELECTRIC,107
5020,11356,ELECTRIC,20
5021,11357,ELECTRIC,26
5022,11358,ELECTRIC,25
5023,11360,ELECTRIC,5
5024,11361,ELECTRIC,8
5025,11362,ELECTRIC,6
5026,11363,ELECTRIC,8
5027,11364,ELECTRIC,12
5028,11365,ELECTRIC,13
5029,11366,ELECTRIC,5
5030,11367,ELECTRIC,68
5031,11368,ELECTRIC,142
5032,11369,ELECTRIC,69
5033,11370,ELECTRIC,15
5034,11372,ELECTRIC,164
5035,11373,ELECTRIC,102
5036,11374,ELECTRIC,885
5037,11375,ELECTRIC,49
5038,11377,ELECTRIC,110
5039,11378,ELECTRIC,70
5040,11379,ELECTRIC,31
5041,11385,ELECTRIC,383
5042,11411,ELECTRIC,34
5043,11412,ELECTRIC,130
5044,11413,ELECTRIC,61
5045,11414,ELECTRIC,19
5046,11415,ELECTRIC,28
5047,11416,ELECTRIC,80
5048,11417,ELECTRIC,62
5049,11418,ELECTRIC,99
5050,11419,ELECTRIC,145
5051,11420,ELECTRIC,115
5052,11421,ELECTRIC,71
5053,11422,ELECTRIC,56
5054,11423,ELECTRIC,71
5055,11426,ELECTRIC,13
5056,11427,ELECTRIC,57
5057,11428,ELECTRIC,37
5058,11429,ELECTRIC,62
5059,11432,ELECTRIC,115
5060,11433,ELECTRIC,206
5061,11434,ELECTRIC,193
5062,11435,ELECTRIC,135
5063,11436,ELECTRIC,80
5064,11691,ELECTRIC,280
5065,11692,ELECTRIC,61
5066,11693,ELECTRIC,36
5067,11694,ELECTRIC,67
5068,,Electrical,140
5069,10001,Electrical,14
5070,10002,Electrical,26
5071,10003,Electrical,28
5072,10004,Electrical,2
5073,10005,Electrical,3
5074,10006,Electrical,3
5075,10007,Electrical,5
5076,10009,Electrical,29
5077,10010,Electrical,11
5078,10011,Electrical,19
5079,10012,Electrical,40
5080,10013,Electrical,25
5081,10014,Electrical,32
5082,10016,Electrical,33
5083,10017,Electrical,10
5084,10018,Electrical,7
5085,10019,Electrical,25
5086,10021,Electrical,14
5087,10022,Electrical,28
5088,10023,Electrical,17
5089,10024,Electrical,16
5090,10025,Electrical,32
5091,10026,Electrical,12
5092,10027,Electrical,14
5093,10028,Electrical,13
5094,10029,Electrical,25
5095,10030,Electrical,8
5096,10031,Electrical,57
5097,10032,Electrical,25
5098,10033,Electrical,18
5099,10034,Electrical,8
5100,10035,Electrical,15
5101,10036,Electrical,8
5102,10037,Electrical,1
5103,10038,Electrical,7
5104,10039,Electrical,4
5105,10040,Electrical,14
5106,10065,Electrical,20
5107,10075,Electrical,7
5108,10128,Electrical,14
5109,10301,Electrical,16
5110,10302,Electrical,12
5111,10303,Electrical,4
5112,10304,Electrical,9
5113,10305,Electrical,10
5114,10306,Electrical,54
5115,10307,Electrical,3
5116,10309,Electrical,4
5117,10310,Electrical,6
5118,10312,Electrical,10
5119,10314,Electrical,19
5120,10451,Electrical,16
5121,10452,Electrical,28
5122,10453,Electrical,24
5123,10454,Electrical,5
5124,10455,Electrical,12
5125,10456,Electrical,16
5126,10457,Electrical,34
5127,10458,Electrical,46
5128,10459,Electrical,9
5129,10460,Electrical,21
5130,10461,Electrical,19
5131,10462,Electrical,24
5132,10463,Electrical,15
5133,10465,Electrical,15
5134,10466,Electrical,16
5135,10467,Electrical,35
5136,10468,Electrical,22
5137,10469,Electrical,12
5138,10470,Electrical,7
5139,10471,Electrical,4
5140,10472,Electrical,24
5141,10473,Electrical,8
5142,10474,Electrical,9
5143,10475,Electrical,2
5144,11004,Electrical,2
5145,11101,Electrical,14
5146,11102,Electrical,5
5147,11103,Electrical,6
5148,11104,Electrical,8
5149,11105,Electrical,7
5150,11106,Electrical,6
5151,11201,Electrical,21
5152,11203,Electrical,25
5153,11204,Electrical,18
5154,11205,Electrical,19
5155,11206,Electrical,26
5156,11207,Electrical,45
5157,11208,Electrical,42
5158,11209,Electrical,31
5159,11210,Electrical,15
5160,11211,Electrical,30
5161,11212,Electrical,31
5162,11213,Electrical,42
5163,11214,Electrical,23
5164,11215,Electrical,43
5165,11216,Electrical,53
5166,11217,Electrical,22
5167,11218,Electrical,24
5168,11219,Electrical,27
5169,11220,Electrical,45
5170,11221,Electrical,61
5171,11222,Electrical,23
5172,11223,Electrical,21
5173,11224,Electrical,20
5174,11225,Electrical,31
5175,11226,Electrical,45
5176,11228,Electrical,28
5177,11229,Electrical,23
5178,11230,Electrical,21
5179,11231,Electrical,29
5180,11232,Electrical,12
5181,11233,Electrical,36
5182,11234,Electrical,26
5183,11235,Electrical,72
5184,11236,Electrical,23
5185,11237,Electrical,32
5186,11238,Electrical,43
5187,11239,Electrical,1
5188,11249,Electrical,7
5189,11354,Electrical,11
5190,11355,Electrical,9
5191,11356,Electrical,16
5192,11357,Electrical,9
5193,11358,Electrical,5
5194,11360,Electrical,1
5195,11361,Electrical,7
5196,11362,Electrical,2
5197,11363,Electrical,1
5198,11364,Electrical,3
5199,11365,Electrical,2
5200,11366,Electrical,2
5201,11367,Electrical,5
5202,11368,Electrical,20
5203,11369,Electrical,3
5204,11370,Electrical,10
5205,11372,Electrical,26
5206,11373,Electrical,11
5207,11374,Electrical,17
5208,11375,Electrical,17
5209,11377,Electrical,19
5210,11378,Electrical,3
5211,11379,Electrical,6
5212,11385,Electrical,25
5213,11411,Electrical,3
5214,11412,Electrical,5
5215,11413,Electrical,11
5216,11414,Electrical,11
5217,11415,Electrical,1
5218,11416,Electrical,9
5219,11417,Electrical,8
5220,11418,Electrical,7
5221,11419,Electrical,65
5222,11420,Electrical,13
5223,11421,Electrical,7
5224,11422,Electrical,3
5225,11423,Electrical,13
5226,11426,Electrical,3
5227,11427,Electrical,3
5228,11428,Electrical,3
5229,11429,Electrical,8
5230,11430,Electrical,1
5231,11432,Electrical,25
5232,11433,Electrical,12
5233,11434,Electrical,10
5234,11435,Electrical,12
5235,11436,Electrical,8
5236,11691,Electrical,19
5237,11692,Electrical,4
5238,11693,Electrical,5
5239,11694,Electrical,15
5240,11697,Electrical,3
5241,,Elevator,210
5242,10001,Elevator,57
5243,10002,Elevator,57
5244,10003,Elevator,28
5245,10004,Elevator,6
5246,10005,Elevator,10
5247,10006,Elevator,4
5248,10007,Elevator,23
5249,10009,Elevator,19
5250,10010,Elevator,29
5251,10011,Elevator,53
5252,10012,Elevator,30
5253,10013,Elevator,34
5254,10014,Elevator,14
5255,10016,Elevator,71
5256,10017,Elevator,26
5257,10018,Elevator,25
5258,10019,Elevator,47
5259,10020,Elevator,1
5260,10021,Elevator,27
5261,10022,Elevator,30
5262,10023,Elevator,42
5263,10024,Elevator,43
5264,10025,Elevator,143
5265,10026,Elevator,106
5266,10027,Elevator,107
5267,10028,Elevator,20
5268,10029,Elevator,121
5269,10030,Elevator,74
5270,10031,Elevator,184
5271,10032,Elevator,161
5272,10033,Elevator,108
5273,10034,Elevator,26
5274,10035,Elevator,57
5275,10036,Elevator,41
5276,10037,Elevator,25
5277,10038,Elevator,16
5278,10039,Elevator,34
5279,10040,Elevator,55
5280,10065,Elevator,21
5281,10069,Elevator,1
5282,10075,Elevator,8
5283,10103,Elevator,1
5284,10107,Elevator,2
5285,10112,Elevator,4
5286,10128,Elevator,27
5287,10280,Elevator,3
5288,10282,Elevator,2
5289,10301,Elevator,34
5290,10303,Elevator,4
5291,10304,Elevator,114
5292,10305,Elevator,28
5293,10306,Elevator,15
5294,10310,Elevator,1
5295,10314,Elevator,14
5296,10451,Elevator,124
5297,10452,Elevator,264
5298,10453,Elevator,288
5299,10454,Elevator,74
5300,10455,Elevator,34
5301,10456,Elevator,104
5302,10457,Elevator,191
5303,10458,Elevator,127
5304,10459,Elevator,71
5305,10460,Elevator,70
5306,10461,Elevator,59
5307,10462,Elevator,115
5308,10463,Elevator,196
5309,10464,Elevator,7
5310,10466,Elevator,32
5311,10467,Elevator,303
5312,10468,Elevator,270
5313,10469,Elevator,1
5314,10470,Elevator,13
5315,10471,Elevator,22
5316,10472,Elevator,173
5317,10473,Elevator,63
5318,10474,Elevator,12
5319,10475,Elevator,7
5320,11004,Elevator,1
5321,11005,Elevator,1
5322,11101,Elevator,9
5323,11102,Elevator,19
5324,11103,Elevator,3
5325,11104,Elevator,42
5326,11105,Elevator,2
5327,11106,Elevator,26
5328,11201,Elevator,40
5329,11203,Elevator,46
5330,11204,Elevator,59
5331,11205,Elevator,33
5332,11206,Elevator,30
5333,11207,Elevator,21
5334,11208,Elevator,47
5335,11209,Elevator,57
5336,11210,Elevator,72
5337,11211,Elevator,39
5338,11212,Elevator,73
5339,11213,Elevator,62
5340,11214,Elevator,112
5341,11215,Elevator,11
5342,11216,Elevator,35
5343,11217,Elevator,32
5344,11218,Elevator,48
5345,11219,Elevator,30
5346,11220,Elevator,4
5347,11221,Elevator,25
5348,11222,Elevator,8
5349,11223,Elevator,46
5350,11224,Elevator,74
5351,11225,Elevator,148
5352,11226,Elevator,332
5353,11228,Elevator,10
5354,11229,Elevator,109
5355,11230,Elevator,150
5356,11231,Elevator,11
5357,11232,Elevator,1
5358,11233,Elevator,17
5359,11234,Elevator,14
5360,11235,Elevator,125
5361,11236,Elevator,4
5362,11237,Elevator,2
5363,11238,Elevator,68
5364,11249,Elevator,26
5365,11354,Elevator,51
5366,11355,Elevator,100
5367,11357,Elevator,3
5368,11358,Elevator,1
5369,11363,Elevator,4
5370,11364,Elevator,6
5371,11365,Elevator,3
5372,11368,Elevator,21
5373,11369,Elevator,5
5374,11370,Elevator,3
5375,11372,Elevator,93
5376,11373,Elevator,76
5377,11374,Elevator,89
5378,11375,Elevator,95
5379,11377,Elevator,60
5380,11378,Elevator,1
5381,11379,Elevator,2
5382,11385,Elevator,2
5383,11412,Elevator,3
5384,11414,Elevator,11
5385,11415,Elevator,24
5386,11418,Elevator,6
5387,11419,Elevator,59
5388,11421,Elevator,3
5389,11423,Elevator,27
5390,11427,Elevator,2
5391,11428,Elevator,1
5392,11432,Elevator,72
5393,11433,Elevator,7
5394,11434,Elevator,11
5395,11435,Elevator,34
5396,11436,Elevator,2
5397,11691,Elevator,97
5398,11692,Elevator,26
5399,11693,Elevator,14
5400,11694,Elevator,36
5401,,Emergency Response Team (ERT),2
5402,10003,Emergency Response Team (ERT),1
5403,10009,Emergency Response Team (ERT),1
5404,10011,Emergency Response Team (ERT),1
5405,10019,Emergency Response Team (ERT),3
5406,10024,Emergency Response Team (ERT),1
5407,10026,Emergency Response Team (ERT),1
5408,10028,Emergency Response Team (ERT),1
5409,10029,Emergency Response Team (ERT),1
5410,10036,Emergency Response Team (ERT),4
5411,10038,Emergency Response Team (ERT),1
5412,10039,Emergency Response Team (ERT),1
5413,10128,Emergency Response Team (ERT),1
5414,10305,Emergency Response Team (ERT),1
5415,10314,Emergency Response Team (ERT),4
5416,10459,Emergency Response Team (ERT),1
5417,10463,Emergency Response Team (ERT),5
5418,10469,Emergency Response Team (ERT),1
5419,10473,Emergency Response Team (ERT),1
5420,11102,Emergency Response Team (ERT),1
5421,11201,Emergency Response Team (ERT),1
5422,11206,Emergency Response Team (ERT),1
5423,11211,Emergency Response Team (ERT),1
5424,11213,Emergency Response Team (ERT),1
5425,11214,Emergency Response Team (ERT),2
5426,11215,Emergency Response Team (ERT),5
5427,11222,Emergency Response Team (ERT),3
5428,11230,Emergency Response Team (ERT),3
5429,11237,Emergency Response Team (ERT),1
5430,11238,Emergency Response Team (ERT),1
5431,11249,Emergency Response Team (ERT),3
5432,11358,Emergency Response Team (ERT),1
5433,11419,Emergency Response Team (ERT),83
5434,11694,Emergency Response Team (ERT),2
5435,,Ferry Complaint,184
5436,,Ferry Inquiry,477
5437,,Ferry Permit,36
5438,10004,Fire Alarm - Addition,1
5439,10005,Fire Alarm - Addition,1
5440,10007,Fire Alarm - Addition,2
5441,10011,Fire Alarm - Addition,2
5442,10013,Fire Alarm - Addition,1
5443,10016,Fire Alarm - Addition,1
5444,10017,Fire Alarm - Addition,1
5445,10018,Fire Alarm - Addition,3
5446,10019,Fire Alarm - Addition,1
5447,10022,Fire Alarm - Addition,1
5448,10065,Fire Alarm - Addition,1
5449,10451,Fire Alarm - Addition,1
5450,10459,Fire Alarm - Addition,1
5451,11212,Fire Alarm - Addition,1
5452,11238,Fire Alarm - Addition,1
5453,11366,Fire Alarm - Addition,1
5454,11367,Fire Alarm - Addition,1
5455,11373,Fire Alarm - Addition,1
5456,11374,Fire Alarm - Addition,1
5457,10001,Fire Alarm - Modification,3
5458,10003,Fire Alarm - Modification,3
5459,10004,Fire Alarm - Modification,3
5460,10005,Fire Alarm - Modification,5
5461,10006,Fire Alarm - Modification,1
5462,10007,Fire Alarm - Modification,3
5463,10010,Fire Alarm - Modification,3
5464,10011,Fire Alarm - Modification,4
5465,10013,Fire Alarm - Modification,7
5466,10014,Fire Alarm - Modification,1
5467,10016,Fire Alarm - Modification,9
5468,10017,Fire Alarm - Modification,7
5469,10018,Fire Alarm - Modification,10
5470,10019,Fire Alarm - Modification,3
5471,10020,Fire Alarm - Modification,2
5472,10021,Fire Alarm - Modification,4
5473,10022,Fire Alarm - Modification,16
5474,10025,Fire Alarm - Modification,1
5475,10027,Fire Alarm - Modification,1
5476,10028,Fire Alarm - Modification,1
5477,10029,Fire Alarm - Modification,1
5478,10031,Fire Alarm - Modification,1
5479,10032,Fire Alarm - Modification,7
5480,10035,Fire Alarm - Modification,1
5481,10036,Fire Alarm - Modification,2
5482,10038,Fire Alarm - Modification,4
5483,10065,Fire Alarm - Modification,1
5484,10281,Fire Alarm - Modification,2
5485,10451,Fire Alarm - Modification,1
5486,10457,Fire Alarm - Modification,1
5487,10461,Fire Alarm - Modification,11
5488,10466,Fire Alarm - Modification,1
5489,10467,Fire Alarm - Modification,1
5490,10468,Fire Alarm - Modification,1
5491,10474,Fire Alarm - Modification,1
5492,11201,Fire Alarm - Modification,2
5493,11217,Fire Alarm - Modification,2
5494,11221,Fire Alarm - Modification,1
5495,11249,Fire Alarm - Modification,2
5496,11374,Fire Alarm - Modification,1
5497,11434,Fire Alarm - Modification,1
5498,10001,Fire Alarm - New System,3
5499,10002,Fire Alarm - New System,2
5500,10003,Fire Alarm - New System,5
5501,10004,Fire Alarm - New System,2
5502,10005,Fire Alarm - New System,1
5503,10007,Fire Alarm - New System,4
5504,10009,Fire Alarm - New System,2
5505,10010,Fire Alarm - New System,2
5506,10011,Fire Alarm - New System,5
5507,10012,Fire Alarm - New System,1
5508,10013,Fire Alarm - New System,3
5509,10014,Fire Alarm - New System,1
5510,10016,Fire Alarm - New System,11
5511,10017,Fire Alarm - New System,11
5512,10018,Fire Alarm - New System,3
5513,10019,Fire Alarm - New System,1
5514,10021,Fire Alarm - New System,7
5515,10022,Fire Alarm - New System,13
5516,10023,Fire Alarm - New System,1
5517,10025,Fire Alarm - New System,2
5518,10027,Fire Alarm - New System,2
5519,10028,Fire Alarm - New System,1
5520,10031,Fire Alarm - New System,1
5521,10032,Fire Alarm - New System,4
5522,10035,Fire Alarm - New System,1
5523,10036,Fire Alarm - New System,5
5524,10038,Fire Alarm - New System,1
5525,10065,Fire Alarm - New System,1
5526,10128,Fire Alarm - New System,1
5527,10281,Fire Alarm - New System,1
5528,10301,Fire Alarm - New System,1
5529,10304,Fire Alarm - New System,1
5530,10306,Fire Alarm - New System,1
5531,10314,Fire Alarm - New System,1
5532,10451,Fire Alarm - New System,2
5533,10453,Fire Alarm - New System,3
5534,10456,Fire Alarm - New System,2
5535,10457,Fire Alarm - New System,2
5536,10458,Fire Alarm - New System,2
5537,10460,Fire Alarm - New System,1
5538,10461,Fire Alarm - New System,3
5539,10462,Fire Alarm - New System,1
5540,10463,Fire Alarm - New System,1
5541,10466,Fire Alarm - New System,1
5542,10467,Fire Alarm - New System,1
5543,10468,Fire Alarm - New System,1
5544,10469,Fire Alarm - New System,1
5545,10472,Fire Alarm - New System,1
5546,10473,Fire Alarm - New System,2
5547,10475,Fire Alarm - New System,1
5548,11101,Fire Alarm - New System,6
5549,11103,Fire Alarm - New System,1
5550,11201,Fire Alarm - New System,1
5551,11206,Fire Alarm - New System,1
5552,11207,Fire Alarm - New System,4
5553,11212,Fire Alarm - New System,1
5554,11214,Fire Alarm - New System,1
5555,11215,Fire Alarm - New System,1
5556,11216,Fire Alarm - New System,1
5557,11217,Fire Alarm - New System,1
5558,11219,Fire Alarm - New System,2
5559,11222,Fire Alarm - New System,1
5560,11223,Fire Alarm - New System,2
5561,11224,Fire Alarm - New System,1
5562,11226,Fire Alarm - New System,1
5563,11228,Fire Alarm - New System,2
5564,11229,Fire Alarm - New System,3
5565,11230,Fire Alarm - New System,1
5566,11231,Fire Alarm - New System,1
5567,11237,Fire Alarm - New System,1
5568,11249,Fire Alarm - New System,1
5569,11355,Fire Alarm - New System,1
5570,11361,Fire Alarm - New System,1
5571,11362,Fire Alarm - New System,2
5572,11365,Fire Alarm - New System,2
5573,11368,Fire Alarm - New System,3
5574,11374,Fire Alarm - New System,1
5575,11375,Fire Alarm - New System,4
5576,11377,Fire Alarm - New System,2
5577,11385,Fire Alarm - New System,1
5578,11416,Fire Alarm - New System,1
5579,11418,Fire Alarm - New System,2
5580,11423,Fire Alarm - New System,2
5581,11427,Fire Alarm - New System,1
5582,11434,Fire Alarm - New System,1
5583,11435,Fire Alarm - New System,4
5584,11692,Fire Alarm - New System,1
5585,10001,Fire Alarm - Reinspection,3
5586,10002,Fire Alarm - Reinspection,1
5587,10003,Fire Alarm - Reinspection,12
5588,10004,Fire Alarm - Reinspection,3
5589,10005,Fire Alarm - Reinspection,7
5590,10007,Fire Alarm - Reinspection,4
5591,10009,Fire Alarm - Reinspection,4
5592,10010,Fire Alarm - Reinspection,5
5593,10011,Fire Alarm - Reinspection,2
5594,10013,Fire Alarm - Reinspection,5
5595,10014,Fire Alarm - Reinspection,6
5596,10016,Fire Alarm - Reinspection,19
5597,10017,Fire Alarm - Reinspection,15
5598,10018,Fire Alarm - Reinspection,10
5599,10019,Fire Alarm - Reinspection,15
5600,10021,Fire Alarm - Reinspection,7
5601,10022,Fire Alarm - Reinspection,13
5602,10023,Fire Alarm - Reinspection,1
5603,10025,Fire Alarm - Reinspection,3
5604,10026,Fire Alarm - Reinspection,2
5605,10027,Fire Alarm - Reinspection,4
5606,10028,Fire Alarm - Reinspection,2
5607,10029,Fire Alarm - Reinspection,1
5608,10032,Fire Alarm - Reinspection,8
5609,10033,Fire Alarm - Reinspection,2
5610,10036,Fire Alarm - Reinspection,13
5611,10038,Fire Alarm - Reinspection,5
5612,10065,Fire Alarm - Reinspection,3
5613,10119,Fire Alarm - Reinspection,1
5614,10153,Fire Alarm - Reinspection,2
5615,10281,Fire Alarm - Reinspection,1
5616,10301,Fire Alarm - Reinspection,2
5617,10306,Fire Alarm - Reinspection,2
5618,10309,Fire Alarm - Reinspection,1
