tz,population,male,female,age_under_14,age_15_29,age_30_54,age_55_over,white,black,asian,others,two_or_more,less_high_school,high_school,college,bachelor,graduate,median_income_households,median_income_families,median_income_nonfamily,mean_income_households,mean_income_families,mean_income_nonfamily,percent_below_poverty,unemployment_rate,percent_uninsured,mean_price_per_sqft,median_price_per_sqft,citibike_spatial,mobile-device_spatial,sr311_spatial,subway_spatial,taxi_spatial,twitter_spatial
83,26460,13045,13415,14.84296882,19.99273388,40.97177491,24.19252239,32.0521542,0.827664399,57.66439909,8.034769463,1.42101285,21.51066569,27.5974623,21.76811328,20.47627804,8.647480691,55475.23776,58150.85009,40215.47634,70987.0907,75378.47866,52163.49536,13.40147392,5.251919879,20.65179516,456.2549117,462.2093023,0,252193,498,0,53437,281
84,28698,14069,14629,16.08772171,19.27986955,33.00253254,31.62987621,94.72088647,0.505261691,3.216252004,1.014007945,0.543591888,7.228492381,31.4083703,28.85687936,20.97404594,11.53221202,94224.72617,102239.2177,45126.75364,111602.9166,121573.1583,65602.74844,5.509380445,4.740797268,2.124639348,340.0809753,324.2779356,0,82510,694,0,6454,183
85,29149,12791,16358,20.71829049,21.9252774,34.02259685,23.33383526,4.898967375,85.55010463,1.684448866,5.63998765,2.226491475,15.53557574,37.20505682,27.34243074,14.0020994,5.914837296,43325.64588,49129.97482,31477.9678,57399.36686,62210.3903,41681.67401,20.06465402,9.992085492,13.4181104,308.8049067,279.1262136,0,280936,1330,191812,63852,491
86,54264,24786,29478,26.07015976,20.20296418,29.33609774,24.39077832,41.39392599,44.08079021,3.541943093,8.803258145,2.180082559,26.62320662,24.07320138,26.48706671,14.43868468,8.377840612,44094.07484,53220.80921,16136.92789,59238.29907,69569.99117,32758.40227,20.98732862,8.400189813,9.983849329,235.3726367,206.5321806,0,226962,891,455868.5,12979,372
87,16755,8205,8550,9.080066056,46.40947439,38.17407508,6.336384473,70.74903014,2.411220531,22.49477768,2.244106237,2.100865413,2.471114673,4.187537568,11.76117011,52.29412943,29.28604822,130586.6266,154949.2958,112709.0344,179846.4308,252234.2406,141413.454,10.28170695,4.076341391,6.558048344,,,61350,242229,390,10374868,370420,210
88,1733,996,737,12.01201201,23.92392392,54.95495495,9.109109109,74.55279862,2.94287363,12.75245239,5.597230237,4.154645124,0.999333777,3.730846103,12.12524983,42.23850766,40.90606262,158125,201000,125938,233086,286070,174013,4.3,2.1,3.9,,,15461,163083,131,9338919,155982,133
89,108653,50284,58369,20.59451879,22.23435116,35.43124026,21.73988979,26.84601438,47.21452698,10.33381499,12.550965,3.054678656,18.92256301,27.04646219,22.88612208,19.79107197,11.35378075,49373.52116,54669.42764,35468.75245,65361.91616,72495.32935,48217.82949,19.7330833,8.515849539,13.12400762,403.1746861,389.8177273,0,934458,2711,4360502,187329,132
90,21580,11490,10090,7.954836809,22.67484833,46.33712083,23.03319403,79.29564411,2.622798888,12.36793327,2.576459685,3.137164041,4.212463575,5.531414549,11.71208016,44.53760033,34.00644139,118617.6401,189193.2254,101807.109,204107.8782,317516.6422,153634.0019,10.63772011,4.511427247,4.027914736,,,55207,171031,538,4886980,502940,195
91,72540,33447,39093,18.59528447,21.81743579,32.5492496,27.03803014,18.07003033,72.71022884,4.168734491,3.551144196,1.499862145,12.16129263,28.34417674,31.03059984,18.34381926,10.12011153,70111.0029,78429.43328,40267.67246,84670.1793,93169.71528,50756.8793,11.0449228,9.911184174,8.096106975,361.623716,358.2302109,0,543622,1650,0,110254,214
92,70697,32894,37803,13.67805345,17.94017671,37.42137484,30.960395,13.40085152,4.59566884,71.07798068,8.491166528,2.434332433,25.92461481,28.0452446,24.42601396,14.58649405,7.017632582,36807.61836,39829.7811,26009.64504,52996.17135,55369.7859,43545.8915,25.89969306,5.869928003,23.39081008,511.3115739,500.5411255,0,2255069,811,8357703,106983,937
93,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,472790,100,1944504,30846,2157
94,28434,13771,14663,25.6970496,27.7941941,32.9211734,13.5875829,8.043187733,27.93134979,0.422029964,60.00914398,3.594288528,35.85200888,27.95275591,26.61013527,7.126993741,2.458106198,23854.50873,25263.82664,15065.94235,37885.36719,38396.58194,29794.31633,45.14434128,14.50368573,17.66551664,188.1309555,177.5008266,0,255238,841,593175,26850,141
95,86531,40320,46211,16.12015292,13.58412501,39.07705829,31.21866377,63.78523304,3.028972276,25.71217252,4.233164993,3.240457177,7.314248591,17.02515288,20.55164037,30.46308981,24.64586835,71166.42277,97653.50068,48163.59751,93862.27533,120428.782,62665.06942,11.16835816,5.826981082,6.355042701,604.5391927,603.3134983,0,517981,1249,4259416,177457,1147
96,275,144,131,29.36590682,5.061120697,35.30433203,30.26864045,74.54545455,17.09090909,4.363636364,0,4,21.64948454,31.44329897,30.41237113,8.24742268,8.24742268,39583.33333,83071.19718,15535.71429,78851.66667,84029.90141,33957.42857,20.70254545,0,5.066181818,,,0,86051,63,0,5520,154
97,30288,13630,16658,15.26694788,22.54711607,38.89778211,23.28815394,33.97054939,40.4582673,9.85868991,10.94492868,4.767564712,17.89804807,18.22068075,20.28552992,22.9674141,20.62832715,65450.67136,76213.9161,59281.61764,93799.18537,107330.9439,76653.74117,22.94170298,11.2157356,8.22536318,628.1877012,703.9835165,54137,285822,511,6355066,237610,211
98,18747,8938,9809,15.19236332,20.24315532,34.51064662,30.05383474,38.53416547,3.40321118,48.82381181,5.87293967,3.365871873,10.28347996,19.95438254,26.37341153,26.15184099,17.23688498,74183.08171,84539.9392,46603.83518,86629.10726,97001.29911,59890.83819,13.05490478,8.550546754,11.14712221,551.2556498,545.4150715,0,204636,374,0,22243,209
99,41,4,37,9.79020979,58.54145854,31.66833167,0,100,0,0,0,0,0,75.67567568,0,10.81081081,13.51351351,0,0,,0,0,,0,0,0,,,0,16253,34,0,1614,7
100,267,151,116,0,40.08089888,31.85168539,28.06741573,42.69662921,14.98127341,41.19850187,0,1.123595506,7.116104869,5.617977528,11.98501873,41.57303371,33.70786517,41818.20438,199750,95986.94118,166143.7883,317411,143264.1765,18.73033708,0.880898876,11.98539326,,,61571,326429,252,0,536900,2676
101,23344,10516,12828,12.32930203,16.3602348,30.37218074,40.93828244,52.11617546,5.033413297,37.04163811,2.390335846,3.418437286,8.931515061,26.46985364,24.29192267,23.5975823,16.70912633,86516.15604,106924.7261,59037.08841,99771.11728,120122.2853,66553.59119,6.329639308,5.77050634,5.267383482,451.4974438,456.8072841,0,138980,305,0,13624,76
102,34029,16895,17134,16.29131413,20.45662513,36.65672441,26.59533633,85.4741544,2.192247789,4.049487202,6.033089424,2.251021188,13.71065934,34.15858023,29.00785891,15.89491938,7.227982142,70702.96184,81477.78224,34744.18681,81562.98993,90928.45911,50670.62975,9.147515355,6.327626436,8.363143201,381.6354339,377.6614587,0,149070,1068,0,47004,509
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12123,0,0,0,122
104,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3564,1,0,1,9
105,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9047,1737,0,0,24,97
106,6251,3187,3064,11.62505586,28.78904542,45.1733182,14.41258052,68.61302192,4.895216765,6.63893777,13.54983203,6.302991521,13.22160149,11.7877095,13.4264432,37.87709497,23.68715084,83418.81124,82442.40016,78915.26982,106446.9449,118252.517,90027.40542,10.45431131,6.329899216,11.74716045,673.4271482,681.3583815,13815,74838,407,3403640.5,65125,85
107,27886,12510,15376,5.371728445,35.82389215,38.77644222,20.02793719,75.71182672,4.288890483,14.63816969,2.370365058,2.990748046,2.092241906,6.513439218,19.83048259,42.88332315,28.68051313,116205.3477,177806.7357,97453.4826,172589.987,276123.6581,132729.9662,8.296474934,5.967908628,4.280312702,799.0964388,890.4788466,57224,307587,547,6985772,656920,210
108,30288,13919,16369,17.47806646,20.58481413,31.71396252,30.22315689,55.83399366,9.033280507,24.89764923,7.435287903,2.799788695,20.88110537,27.01272521,23.14056528,18.18907228,10.77653186,40689.75745,52710.34957,22461.39011,60829.32088,71022.50098,35066.81337,21.50740557,10.99911516,10.07927232,514.6937636,517.2413793,0,177802,451,273950,27232,80
109,43602,21261,22341,16.29725495,19.12563246,34.60261945,29.97449315,92.07834503,0.254575478,5.584606211,1.075638732,1.006834549,7.136069114,33.137509,28.57883369,19.81281497,11.33477322,90421.98305,102036.6963,40164.47756,101281.1873,112484.2041,56757.95221,7.251965506,7.583026008,4.582626944,334.8549376,323.8932292,0,178796,740,0,9580,204
110,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1076,1,0,91,10
111,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,7016,23,0,2450,15
112,33351,15989,17362,8.605892633,25.63663181,45.16222862,20.59524694,82.90605979,2.293784294,5.846901142,5.097298432,3.855956343,8.669556519,16.61887296,19.84994998,35.74858286,19.11303768,74577.48201,82223.42463,66604.28638,89569.66394,98152.87585,82514.81991,12.28451321,5.550307337,13.04652334,610.4209755,621.2121212,46658,234273,942,1740495.5,281820,380
113,19484,9103,10381,8.11260534,26.81227104,34.83555068,30.23957295,84.59761856,2.119687949,10.22377335,0.651816875,2.407103264,1.503759398,5.998077902,17.75114478,37.57137204,37.17564588,120362.1902,224294.8874,89700.02371,217141.9247,361648.1581,149175.1776,3.847166906,4.192645247,2.699399507,,,104511,146110,261,2503258,450820,236
114,13379,6786,6593,7.283602813,34.80796589,38.12132713,19.78710417,79.3631811,3.587712086,10.03811944,2.10030645,4.910680918,2.646626368,6.412350923,12.66949845,39.26645973,39.00506453,119998.2454,165324.9553,89940.67972,162236.2496,224953.5132,125303.101,9.098833994,2.414403169,4.137902683,,,51807,148241,256,2579754,424130,395
115,21636,10048,11588,20.08093879,24.08487133,32.7837522,23.05043767,47.63357367,31.88204844,9.752264744,7.191717508,3.540395637,14.55754101,25.93157285,30.54827103,17.20436665,11.75824846,57422.3046,72055.77025,31720.79956,74425.29619,88647.01571,45777.8062,22.16109262,8.478914772,9.268307451,291.1096068,266.7634682,0,445917,390,0,8045,67
116,52508,26649,25859,14.28856273,26.17752968,39.46397149,20.06993611,28.88893121,36.30684848,3.593738097,14.96533862,16.2451436,24.35322923,20.89531553,22.05257322,20.0753026,12.62357941,44904.43504,49942.44013,35663.76773,62702.60892,72504.60342,51176.44963,25.40926906,9.584956578,15.11756685,521.0102991,484.496124,0,219422,1599,2471374,164460,767
117,39003,18117,20886,24.11959778,20.61624111,33.54347791,21.72068319,30.06435402,50.99351332,5.566238494,9.806937928,3.568956234,23.56974424,27.54217305,29.91111917,12.9657174,6.011246145,42670.15405,49102.11214,28539.98108,56077.21936,60180.19598,42323.18739,25.6591493,13.6235546,8.569548496,236.9542687,229.4267727,0,380079,853,302084,16649,1203
118,32276,15561,16715,16.31399206,17.51080335,33.48061948,32.69458512,79.15788821,2.506506382,15.51927129,1.291981658,1.52435246,10.08400108,29.38489529,25.92420547,19.6492858,14.95761236,85879.96139,110669.6401,34657.43295,117984.2798,140285.2925,52322.4056,8.439202503,5.011519395,6.806425827,348.0696195,317.99591,0,215406,583,0,17429,903
119,39144,17311,21833,25.490546,23.44428083,34.23653178,16.82864138,11.5905375,35.94676068,0.306560392,48.91937462,3.23676681,33.60383622,26.29288086,28.59092586,9.273330874,2.23902619,27284.89949,30114.33547,17652.91259,39092.45945,42378.98925,28545.26335,40.25650674,12.4073319,13.0652335,205.31027,185.1851852,0,455886,1602,0,54513,243
120,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,101275,48,0,10184,80
121,36416,16753,19663,18.05656558,24.95530164,31.58491902,25.40321375,41.78932337,11.75856766,31.87884446,11.03910369,3.534160808,13.60496998,25.80779509,33.1482317,17.60316524,9.83583799,54360.76615,67146.30438,25361.92714,74857.68207,86520.08118,40297.55707,18.64460677,12.85937225,7.593044266,512.019444,512.8205128,0,428431,623,0,35849,367
122,21214,10076,11138,16.68324538,23.61016796,33.87549609,25.83109056,5.628358631,59.64928821,19.5672669,10.27623268,4.878853587,15.76395459,31.52199622,30.17975402,16.37298959,6.161305582,63648.92289,71080.70811,29181.05988,78911.46849,87328.59733,44361.90709,11.45986141,12.2717875,11.35223909,265.2911732,265.3377286,0,251876,433,0,16328,44
123,44516,21822,22694,24.10634755,19.79385296,31.10261261,24.99718687,82.90951568,1.350076377,8.724952826,4.872405427,2.14304969,15.453125,26.3,22.275,22.959375,13.0125,52683.02921,67190.93946,29381.81714,75660.87101,89601.46351,44249.68413,19.22364094,8.266715338,8.521185641,569.3215787,543.1034483,0,233449,598,856196,49373,19
124,28247,13364,14883,16.48333359,14.40125186,33.44514944,35.67026511,79.44914504,1.812581867,4.142032782,10.10018763,4.496052678,14.69125479,30.047093,29.15364641,17.73249417,8.375511641,70453.38618,82933.24977,38606.31873,92837.97929,105725.9502,50211.56184,10.64583142,7.592069954,6.443930329,361.5111732,334.2490842,0,165496,691,0,20873,281
125,2663,1260,1403,15.5,14.9,43.3,26.3,85.01689824,2.591062711,6.609087495,3.830266617,1.952684942,4.08988764,8.674157303,13.97752809,39.3258427,33.93258427,145000,204957,103817,253676,418940,151316,6.1,5.2,6.2,,,51427,141437,146,4898096,211800,204
126,26531,12876,13655,23.49198094,26.43050455,33.73320789,16.34430661,13.65949267,29.95363914,0.727450906,52.9757642,2.683653085,38.95308955,26.39966229,25.80866445,7.012822542,1.825761174,23998.8791,28824.49125,10668.38208,33440.68088,37194.83112,20436.44409,40.49798349,10.55568957,16.05432513,169.4750417,162.8728414,0,411354,725,1013838,41233,564
127,43210,20806,22404,16.88859181,22.2376811,37.49180138,23.38192572,39.15065957,9.271002083,1.964822958,43.97824578,5.635269614,26.48878353,21.57724329,24.29752544,15.79845051,11.83799722,46745.0589,47545.01742,40340.82429,60661.96776,61713.60014,54630.6559,25.32031937,12.43961814,13.00779681,284.1957752,246.8415472,0,511083,1323,1106146,88632,1569
128,18,9,9,0,0,50,50,0,100,0,0,0,100,0,0,0,0,,,,,,,0,0,0,,,0,11378,25,0,9351,64
129,104125,52176,51949,15.85408532,20.3359151,38.39616041,25.41383917,50.79759904,2.754381753,24.20744298,19.53229292,2.708283313,22.6127376,29.41671706,23.00522927,16.61864276,8.346673307,52982.83469,54876.41408,44496.40274,67111.99218,69060.84811,57589.30007,16.838788,6.537208163,17.99355102,450.6033109,443.4818482,0,1216623,1611,2213779.5,230490,822
130,55597,27271,28326,20.75553589,20.80371289,36.31278126,22.12796996,14.40005756,17.95420616,31.53587424,31.20671979,4.903142256,29.755496,27.39108782,23.06305879,14.27656698,5.513790405,43362.84303,45657.39385,25587.88648,55953.90171,59423.67224,37793.88063,22.22610213,11.75806249,17.09988129,310.2645453,312.7742832,0,1108689,1257,4292318,124853,932
131,26757,12363,14394,16.81313166,17.10042278,34.46417241,31.62227314,28.7625668,26.68834324,32.76899503,7.328923272,4.451171656,12.30171728,19.96163025,25.6609424,25.04328295,17.03242712,72243.55535,85055.59441,44892.81453,93423.92674,112479.5161,56645.70693,9.753059013,7.690182008,7.997271742,465.3092666,439.0822785,0,362357,640,0,29989,106
132,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,587069,52,1501336,772370,2590
133,37676,18658,19018,24.05132107,21.24410828,33.66635393,21.03821671,55.10669922,7.240683724,22.56343561,10.10988428,4.979297165,17.67750936,21.84448197,23.37910272,22.47595271,14.62295323,53059.16433,57105.28367,49550.81179,70115.17476,76051.67868,55249.28717,24.86436989,6.42107177,10.7066833,466.4860869,471.4285714,0,319075,966,874472,45126,25
134,23719,11513,12206,17.53702606,18.08884112,38.3287712,26.04536162,58.32454994,6.884775918,19.11547704,12.06627598,3.608921118,10.64011532,17.12668838,26.09577705,27.88425605,18.25316321,63258.05602,78515.0567,51289.6449,82749.21588,98229.57692,59583.98901,12.12672541,5.814616974,8.34595472,404.3969343,391.7585884,0,255700,457,310686,52818,295
135,38404,18401,20003,20.44564506,22.03473956,29.8509267,27.66868868,60.28538694,7.540881158,23.93500677,3.864180814,4.374544318,10.56526905,22.96384315,27.75080631,22.62773723,16.09234425,63912.61959,75945.64661,34792.31217,81683.16698,92733.3411,52513.94355,11.82761691,5.505567128,6.854442246,504.3502288,510.2848101,0,196106,762,0,36310,78
136,31294,14904,16390,20.06755152,24.26755478,35.31661521,20.34827849,14.95494344,17.75420208,3.553396817,57.96957883,5.767878827,31.68835559,27.23508535,25.46898766,11.96552307,3.642048335,33131.76732,37284.76414,24306.71309,44582.89423,48716.20383,33214.17324,28.92605292,12.83832364,14.66710232,180.4346434,167.5818293,0,187843,866,566376,42786,546
137,24360,11526,12834,8.427055753,28.74272396,36.11169929,26.718521,71.58456486,5.956486043,17.79146141,1.769293924,2.89819376,8.106875798,9.155571767,15.83074959,37.57979208,29.32701076,83059.26659,131410.856,67734.22251,114361.2743,169835.435,89775.26702,15.95877258,3.050069787,5.127631363,,,54192,184987,304,0,436680,376
138,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,351952,48,0,809570,1308
139,26924,12599,14325,16.30676174,20.08933959,35.29894872,28.30494995,2.529341851,91.67657109,0.846828109,2.722478086,2.224780865,10.11893613,27.0368983,36.6594868,16.59486795,9.589810826,79384.95845,89306.6169,45633.55124,96094.90964,105031.7099,55995.49586,5.789644926,7.489537216,8.333687416,291.3375634,288.8186056,0,161675,502,0,23740,143
140,28173,12160,16013,13.18100947,19.58014443,43.71850377,23.52034234,79.06861179,2.999325595,10.38228091,4.69243602,2.857345686,2.040901329,5.80199092,10.74180516,38.88541797,42.52988463,98899.00478,178628.0514,74589.29042,160854.6074,257451.1817,105992.8687,6.048021155,2.865328506,4.163230753,,,15330,193640,202,0,462810,286
141,42147,18840,23307,13.56883837,14.96802134,42.03455285,29.42858745,83.95852611,2.064203858,9.203502029,1.82219375,2.951574252,1.432640751,7.42012958,12.28775693,43.38136729,35.47810545,113826.8914,211770.2684,83259.10792,188627.2554,307510.6705,111685.3892,6.748755546,3.567964505,4.146916744,813.9195379,820.0795229,44670,251206,425,210308.5,573280,891
142,29681,14263,15418,12.34013057,16.14046326,40.92441793,30.59498825,83.54165965,2.526869041,10.86216772,0.670462585,2.398841009,1.397081652,7.412294319,12.6979199,32.72275691,45.76994722,147081.8194,248621.9903,108307.0507,239565.7019,390347.5833,146927.6551,5.090920117,5.223334793,2.419194097,,,43300,290092,547,9108672,675040,2687
143,30010,13120,16890,13.17533091,13.77714087,42.17278016,30.87474807,75.4715095,5.414861713,13.71542819,3.138953682,2.259246918,4.377235267,7.899238066,10.84590266,30.45016327,46.42746074,99467.09875,177779.8174,68218.51957,169699.2673,256635.6332,117392.8314,10.08679773,5.057467511,4.395674775,,,45371,135933,249,5961545,317770,469
144,13583,6780,6803,7.224611541,31.310757,36.76108109,24.70355037,47.36803357,1.45034234,45.62320548,1.958330266,3.600088346,17.20994029,9.93222527,14.48281426,38.80910118,19.56591899,77959.67853,70440.56786,85907.19847,131576.5546,137171.2215,127784.5666,15.31596113,5.046896856,10.18538614,,,63223,463628,382,3754536,442630,340
145,14534,7651,6883,12.99186231,20.96308936,52.09044109,13.95460723,65.37085455,3.58469795,23.27645521,2.5526352,5.215357094,3.726757641,7.4694757,12.95985955,40.5075413,35.33636581,120590.3097,156393.1001,89842.37591,144120.5603,181678.1234,113751.8542,7.74868584,4.424246594,8.238888124,497.9426936,390.625,19118,684452,529,4117184,216630,2544
146,6888,3597,3291,11.94988482,26.64259267,44.86284577,16.54467673,43.96051103,2.772938444,36.77409988,12.90650407,3.585946574,14.75382003,25.78947368,21.13752122,27.13073005,11.18845501,54713.72058,52105.35259,56638.14509,74362.10758,78125.74269,69010.07961,22.75500871,8.265418118,15.70945122,633.9274181,634.5785441,5267,200331,438,197623,86367,369
147,28961,14241,14720,24.83801736,24.35821137,32.50480133,18.29896995,9.723421153,27.06743552,1.73681848,59.15886882,2.313456027,38.65021628,26.33700354,25.05898545,7.441997641,2.51179709,26058.92334,31414.37612,11862.71241,36239.51869,39887.18074,21853.35292,39.43597597,10.66741135,14.81217154,188.0772023,176.2626263,0,285332,632,2543760.5,32192,113
148,22778,12242,10536,9.564398714,26.41800682,38.81232272,25.20527175,36.60110633,4.570199315,50.28097287,4.969707613,3.578013873,26.28978059,16.23344534,13.04605653,32.98082625,11.44989128,56618.10696,40938.71533,70916.88096,85286.49404,74132.66554,91926.48069,26.16769251,6.890482044,11.16857494,,,90705,387728,667,5123138,584030,687
149,40122,19655,20467,17.45557969,18.25292898,32.12401446,32.16747687,69.89930711,1.585165246,22.30447136,3.688749315,2.522306964,13.66942721,25.20074314,22.01719306,24.70321504,14.40942154,59419.92907,68850.90181,34180.75906,77976.41587,89232.4755,49811.65681,14.43097303,5.772797966,7.807868501,498.6070812,509.4795151,0,411748,708,2195396,47405,9
150,10615,5176,5439,14.19999116,13.64672273,33.03563093,39.11765518,87.94159209,6.208195949,3.843617522,0.829015544,1.177578898,9.095048378,20.99032442,20.55776892,27.46727376,21.88958452,64530.99406,92672.56828,36867.88747,97116.1637,124026.4201,57516.67967,13.35861517,8.00746114,8.508695243,523.7849914,522.9166667,0,101140,312,0,34590,22
151,35725,15754,19971,13.63783657,18.36736832,35.70518256,32.28961256,58.79076277,17.8306508,9.519944017,9.531140658,4.327501749,13.2328813,10.14900385,15.27875439,27.79172945,33.54763101,77434.2709,120244.9074,60108.54908,123362.639,172812.652,78946.37329,19.55517985,8.744218334,5.214351295,558.281966,648.2400971,23185,263777,360,788981,243630,406
152,23666,10763,12903,13.99450909,30.13488796,35.56804788,20.30255507,21.84568579,33.95166061,3.988844756,29.95436491,10.25944393,27.5699969,22.14071702,21.68095878,17.77559665,10.83273065,31027.96517,33639.1698,16576.21937,44965.81277,46306.69733,41217.62565,32.46625116,8.640323671,14.04600693,423.072753,391.6687053,0,115377,728,2226682,95721,266
153,9471,4400,5071,21.3,23.4,34.3,21,22.90148876,24.46415373,0.306197867,48.17865062,4.149509028,26.64154225,26.65603711,24.52529352,17.95912451,4.218002609,27675,32909,20955,42515,43519,38716,30.7,13,10.3,269.5262317,251.7936018,0,30140,238,197722.5,12943,215
154,16,8,8,0,25,25,50,100,0,0,0,0,0,25,50,25,0,0,0,,0,0,,0,0,0,,,0,86186,37,0,5035,27
155,47997,23176,24821,20.38207212,16.650081,32.27554381,30.69230307,73.10040211,14.04046086,7.483801071,3.696064337,1.679271621,9.275744587,28.17892076,26.44521376,22.0903396,14.00978129,79115.98058,96766.62299,42488.69193,101678.5804,116250.8389,59314.46991,6.572819135,6.977823614,5.250930266,456.4111796,449.3464052,0,232076,1036,0,63535,62
156,29956,14216,15740,20.65996568,25.2707692,33.54826031,20.52100482,44.66217118,32.71464815,10.16824676,9.467218587,2.987715316,17.20391326,29.80027952,30.22406564,15.41409314,7.357648438,57642.46036,64592.84665,28959.36802,68202.37281,73061.05705,45527.2371,22.13986514,5.791614368,9.536723862,242.8084759,233.5203705,0,400268,655,0,13780,853
157,29111,14198,14913,17.02585655,18.53054377,37.605506,26.83809368,72.88997286,1.635120745,12.83020164,10.1508021,2.493902648,14.39043547,33.11370975,27.50239986,17.45352998,7.53992495,62210.49373,75596.29223,37992.97346,79157.41548,93262.04306,51779.18057,11.3007042,6.713730205,14.41400845,443.6816766,443.6356654,0,288386,809,0,57408,287
158,10884,5645,5239,9.82838157,15.36036343,47.42294009,27.38831491,90.18743109,0.973906652,6.321205439,1.010657846,1.506798971,1.337310976,5.987038371,12.66330624,44.6558996,35.35644481,127658.5466,199983.8421,99403.85388,225729.8613,338238.8789,173520.9626,7.342502756,5.296141125,1.953472988,,,57786,141177,194,0,417800,510
159,43244,19941,23303,26.91877462,26.03470092,29.71454583,17.33197862,8.724909814,36.38423828,0.64055129,51.16085469,3.089445935,36.1414791,27.77119648,25.56100863,7.233034354,3.293281435,25221.09144,29313.67309,13910.16256,39830.41139,41747.47921,29932.62291,42.45973083,13.15191009,13.79374711,214.3607747,212.5398512,0,293092,805,1155272,62577,267
160,38033,17839,20194,15.75010399,14.93366458,35.8098272,33.50640423,82.31009912,1.154260774,9.744169537,4.630189572,2.161280993,12.40689989,30.83346768,25.94551024,19.98387877,10.83024343,73436.35042,92101.34875,33641.73116,85917.79161,103677.9641,48193.58261,8.18626193,6.711734546,8.301012279,486.5188361,492.2584888,0,103337,891,0,48803,198
161,1257,610,647,4.263820727,12.44714149,43.26245251,40.02658528,73.74701671,1.750198886,17.26332538,6.76213206,0.477326969,1.911886949,9.891936825,10.6400665,40.14962594,37.40648379,124400.8144,160095.6864,102051.6469,186211.2146,261736.2182,155006.049,10.92386635,5.45910899,2.218774861,,,45885,406464,527,7699908.5,1117220,6213
162,4683,2078,2605,6.687281972,24.17727881,45.37405625,23.76138297,78.41127482,2.498398463,15.50288277,2.583813795,1.003630152,2.332633543,3.872171682,7.81432237,55.67996268,30.30090973,108305.6906,229007.9972,97073.83319,173294.578,279634.0043,140386.852,7.723830878,2.187700192,3.547149263,,,42842,366887,243,16834780,874450,2280
163,7524,3415,4109,8.754980332,21.45753733,38.5249007,31.26258164,77.04678363,2.64486975,14.39393939,3.12333865,2.791068581,2.012727542,6.408169306,11.7359775,40.01775936,39.82536629,134509.1654,202048.5265,95413.70004,214789.269,317758.224,143258.3543,8.141786284,5.230728336,4.674880383,,,51146,359900,268,2281004,688940,2308
164,7920,3558,4362,4.3779891,38.43717455,38.38623978,18.79859658,64.5959596,2.97979798,27.58838384,1.603535354,3.232323232,1.438465637,6.246670218,18.74001066,40.06393181,33.51092168,112722.2146,225689.2807,92430.73563,182558.6928,297848.355,153761.8178,15.33478535,4.791098485,5.645391414,,,45944,479710,429,34049412,730480,4370
165,53377,25735,27642,22.99756898,21.41942512,28.44160015,27.14140575,77.55212919,5.45178635,11.28950672,4.10663769,1.599940049,13.56843378,22.68693572,24.27142012,23.92674332,15.54646706,49307.93229,65624.61922,21264.29912,77886.88196,94092.50089,44105.57737,23.78770257,9.19022238,8.620158495,482.2869378,492.0454545,0,278362,742,799520.5,59484,6
166,37008,16365,20643,9.639280426,46.56314962,23.78253798,20.01503197,55.74740597,15.09673584,17.13143104,8.733246866,3.291180285,6.221857125,11.14457831,30.84763296,24.79615431,26.98977729,62610.13346,106812.1262,39920.97202,105047.0135,152664.6016,65765.59876,23.05513943,5.404020752,5.816807177,,,0,216593,388,2659138,262140,849
167,39939,18955,20984,22.71741897,25.05600623,32.49751732,19.72905747,11.28971682,38.5212449,0.563359123,45.73474549,3.890933674,32.28259367,28.25245403,27.39527167,8.879441449,3.190239182,27638.67239,33967.64263,17712.84417,40973.58074,44274.68262,30782.09081,34.97575052,11.5710809,13.01249656,181.6467032,170.9401709,0,447283,1086,753693,53214,77
168,55080,26262,28818,25.95763394,25.69675403,32.49963233,15.8459797,14.16666667,29.63507625,0.659041394,52.80682643,2.732389252,40.49438676,27.32567333,24.21862647,6.424919623,1.536393823,22227.31266,25734.91837,13558.44307,33367.77381,36349.6814,22761.02277,45.33461874,13.22445715,15.50700073,253.7272291,235.7817749,0,743731,974,2059950,82724,648
169,52973,24875,28098,22.6295723,26.79614222,33.06815056,17.50613492,12.00989183,30.56273951,1.808468465,52.89675873,2.722141468,34.5783164,28.01473085,24.6846188,8.736646904,3.985687048,27753.6555,30165.2574,17474.63636,37551.97876,39081.91412,29297.05679,37.76244124,14.07873634,14.2605214,213.8188921,181.4632736,0,519779,1804,1192314,70236,165
170,23414,10586,12828,8.564744246,31.34084883,35.62910932,24.4652976,71.42735116,2.951225762,20.64149654,0.230631246,4.749295293,2.06491063,7.050799624,13.54186265,50.61147695,26.73095014,109236.7336,183517.4447,91925.54092,153080.3921,244866.2074,121251.6076,9.049115914,4.956641326,4.361014777,,,114937,288273,426,8589806,893440,1556
